id_cnpj,prob_default,score_credito,risco_credito,total_boletos,n_default,pct_default,defaultou
0970ade0e77b9d5b125c071364da2003aec234dd3dbfbed186e25a74ecacc3d6,0.4271131135762627,57.28868864237373,ALTO,1,0,0.0,0
09740281d16ef10b61624ed0f4508c66b126fd2400798d41f387881b6297b963,0.14333025252758236,85.66697474724177,BAIXO,1,0,0.0,0
09891655708a2592104341a3e4709c4670045ea3cf387e8f0fdf6a306a1fdc8e,0.9571221101549446,4.287788984505536,ALTO,1,1,1.0,1
098dfc7cf056fe5400a30f51157e50f9e4b3ea60270e30fa5731de71a33177e8,0.011538995650345567,98.84610043496545,BAIXO,1,0,0.0,0
099ccd0da9178860878373d66ad7ed266d1f2a159691d2150b676555ec948b0e,0.1858326444241851,81.41673555758149,MEDIO,2,0,0.0,0
09c9f0a6464d2be44208b3c5dc364b115be8571be4b45e0466170d90dc17b49f,0.0911431106264505,90.88568893735494,BAIXO,1,0,0.0,0
09d5a87fc48c7cf50a02d9c16480824d2a05c8393a9429ca5d9a5b58f148fc9b,0.027655802279290823,97.23441977207091,BAIXO,1,0,0.0,0
09eed2c9883f9d7bc305b842cc08ab2f09ffc77bbabb247fb14d6299ffee1912,0.15172088896767247,84.82791110323275,MEDIO,1,0,0.0,0
09fb208d476a15b223e90781ac95b71fb95c8bc809b8011f01c15f7a6558d03e,0.013348362440974345,98.66516375590257,BAIXO,1,0,0.0,0
0a2e2592f5b3e483c808c8853dee750719c9f5cd82cde2b19907f3009c0b5ee2,0.05101688139650228,94.89831186034976,BAIXO,1,0,0.0,0
0a513acfe6831f7a3e2dd22c24506c48e954dc43397d4b79e3d80ed67bb16df5,0.12764096799916214,87.23590320008378,BAIXO,1,0,0.0,0
0a52bb4ade9769e4bfe625ba50c3d49d823c9e784af7b1e6ff52f4d2141b75ab,0.9592628833516611,4.0737116648338905,ALTO,1,1,1.0,1
0a7a3bcb2f91ff36b499bc852cf154ef0838173d529295a650f426ccaf996041,0.35189440152758655,64.81055984724135,MEDIO,1,1,1.0,1
0a80b24101a3a795c89d038f0d4c29c7663084397eefeec3db75a8317e4afbe2,0.005373038848001158,99.46269611519989,BAIXO,1,0,0.0,0
0a88f0fd719010b4800d12d8c774a263955871f60abddbbbfd5d9c1de8a1c0fb,0.03360041393301099,96.63995860669891,BAIXO,1,0,0.0,0
0a89063e4a1ea89d9f2e54c8bb892b63cd9e8ed1d96458b7bf91f728aea00492,0.7153558984998399,28.464410150016008,ALTO,5,1,0.2,1
0a8d1c2604b471b77545936cba778afeee8f26d5d2dae99b749c217a91a182f2,0.026446014614121546,97.35539853858785,BAIXO,1,0,0.0,0
0aa3a6320660d9f6d755df59dac8152f14fef466dfe811e798588c11610ba7ac,0.22603143225760253,77.39685677423975,MEDIO,1,0,0.0,0
0aab4777117209ce84184e205a3311897518cd1095ebe50f2bce2790b63185ca,0.09627853604422246,90.37214639557776,BAIXO,1,0,0.0,0
